time (us),x (mdps),y (mdps),z(mdps)
1759265575324356,59666.2,-15417.5,-7630,
1759265575334465,-26923.8,28148.8,46760,
1759265575344558,-123218,-137734,-26740,
1759265575354348,-51047.5,-133525,-132694,
1759265575364466,49980,-29776.2,-80788.8,
1759265575374415,51677.5,-56315,-93100,
1759265575384466,27746.2,1636.25,-61092.5,
1759265575394676,29190,-21026.2,-75495,
1759265575404361,-5652.5,-41842.5,-65931.2,
1759265575414381,-218.75,-66097.5,-8417.5,
1759265575424332,38683.8,-31307.5,-6781.25,
1759265575434329,7682.5,-46348.8,-7682.5,
1759265575444506,7533.75,34282.5,12923.8,
1759265575454323,-17823.8,56533.8,25646.2,
1759265575464445,-40057.5,56691.2,-8216.25,
1759265575474317,10815,36513.8,-19171.2,
1759265575484389,-4243.75,12337.5,-79231.2,
1759265575494804,23423.8,42743.8,-74217.5,
1759265575504338,-5276.25,5328.75,3832.5,
1759265575514336,-23135,-56113.8,-18235,
1759265575524358,-42778.8,-70525,-55842.5,
1759265575534417,29925,4961.25,-69098.8,
1759265575544402,21997.5,-34912.5,-153904,
1759265575554426,59815,-11016.2,-182700,
1759265575564424,63691.2,-40241.2,-206509,
1759265575574368,31342.5,-43400,-274942,
1759265575584633,48650,-40766.2,-273464,
1759265575594827,48895,-12582.5,-285451,
1759265575604361,53305,15653.8,-204636,
1759265575614412,41737.5,-58563.8,-175962,
1759265575624357,22933.8,-22505,-59053.8,
1759265575634400,2091.25,-92365,-26328.8,
1759265575644453,-10902.5,-72126.2,-46646.2,
1759265575654389,-9896.25,-82801.2,-53200,
1759265575664448,-46042.5,-76072.5,-32593.8,
1759265575674428,-44905,-23485,-42385,
1759265575684396,-21796.2,-60707.5,-95060,
1759265575694489,-27020,-90790,-111501,
1759265575704391,-21953.8,-67803.8,-111641,
1759265575714436,-14323.8,-6160,-104020,
1759265575724388,-19626.2,-19241.2,-131635,
1759265575734381,16485,-35245,-129124,
1759265575744614,17237.5,-65546.2,-160676,
1759265575754305,37800,-68827.5,-164264,
1759265575764424,32777.5,-44572.5,-160746,
1759265575774421,14822.5,-32182.5,-206868,
1759265575784372,38806.2,-44257.5,-236801,
1759265575794431,52587.5,-76702.5,-273586,
1759265575804415,40836.2,-83195,-263025,
1759265575814412,46077.5,-111851,-274584,
1759265575824410,-8067.5,-117530,-222364,
1759265575834361,-25313.8,-82600,-173635,
1759265575844487,-34370,-64373.8,-116952,
1759265575854403,-47678.8,-73788.8,-109042,
1759265575864401,-37283.8,-87465,-94701.2,
1759265575874351,-62282.5,-80543.8,-67655,
1759265575884398,-72117.5,-41221.2,-88252.5,
1759265575894498,-82530,-90895,-48930,
1759265575904391,-45202.5,-120916,-621.25,
1759265575914492,-12722.5,-121450,52990,
1759265575924338,-12215,-120382,108360,
1759265575937819,-33705,-83606.2,124565,
1759265575947281,-49910,-54713.8,108036,
1759265575957607,-26092.5,-38447.5,101894,
1759265575967254,-34965,-49192.5,155794,
1759265575977684,-45263.8,-17605,169470,
1759265575987217,-18375,31158.8,132020,
1759265575997196,-36435,22382.5,84822.5,
1759265576007193,-32270,27168.8,60480,
1759265576017218,-14367.5,38342.5,64671.2,
1759265576027211,-22295,-18392.5,67383.8,
1759265576037300,-28437.5,-53742.5,65808.8,
1759265576047186,-19573.8,-64443.8,39208.8,
1759265576057294,9362.5,-65913.8,4287.5,
1759265576067206,31928.8,-68958.8,-46077.5,
1759265576077329,3465,-42157.5,-67628.8,
1759265576087302,-25593.8,-50723.8,-46768.8,
1759265576097354,-39576.2,-35735,-8767.5,
1759265576107197,-46138.8,-46453.8,-8732.5,
1759265576117220,-62160,-34772.5,-24202.5,
1759265576127242,-38998.8,-4733.75,-31465,
1759265576137268,-32165,10018.8,9222.5,
1759265576147273,-28446.2,23388.8,49831.2,
1759265576157232,-22120,14122.5,56035,
1759265576167280,-3325,24570,30913.8,
1759265576177378,5040,28000,-22023.8,
1759265576187199,14665,28787.5,-44590,
1759265576197322,30852.5,-10640,-43330,
1759265576207232,27632.5,-34842.5,-7087.5,
1759265576217192,29863.8,-28743.8,8890,
1759265576227317,26748.8,-24517.5,-7236.25,
1759265576237226,21463.8,-15382.5,-66106.2,
1759265576247223,24517.5,-6947.5,-109349,
1759265576257308,13273.8,12932.5,-107511,
1759265576267309,23940,19626.2,-88480,
1759265576277551,21253.8,31605,-59648.8,
1759265576287154,15828.8,53427.5,-52246.2,
1759265576297250,13168.8,71155,-29750,
1759265576307247,9100,71636.2,-20011.2,
1759265576317408,-1303.75,67033.8,7061.25,
1759265576327716,148.75,45386.2,29767.5,
1759265576337290,8400,42166.2,27746.2,
1759265576347239,13238.8,36330,11760,
1759265576357239,29890,26853.8,-27352.5,
1759265576367282,37668.8,26162.5,-57986.2,
1759265576377285,37835,30012.5,-90588.8,
1759265576387279,34510,37345,-99986.2,
1759265576397231,20938.8,61407.5,-88051.2,
1759265576407273,29820,41580,-41098.8,
1759265576417271,25506.2,48790,-25357.5,
1759265576427322,18970,76343.8,-38491.2,
1759265576437216,33766.2,65266.2,-22146.2,
1759265576447295,48168.8,46847.5,-42367.5,
1759265576457518,35446.2,45902.5,-50540,
1759265576467212,20693.8,52928.8,-46908.8,
1759265576477389,17097.5,49533.8,-23126.2,
1759265576487410,13378.8,31867.5,-23065,
1759265576497252,15697.5,26617.5,-30205,
1759265576507287,28927.5,20072.5,-37931.2,
1759265576517247,30082.5,26687.5,-71505,
1759265576527343,39191.2,27868.8,-87368.8,
1759265576537242,43347.5,37528.8,-91796.2,
1759265576547317,44266.2,43023.8,-75381.2,
1759265576557269,39243.8,32042.5,-55431.2,
1759265576567235,35463.8,28490,-39515,
1759265576577302,24990,24141.2,-15067.5,
1759265576587231,24045,16948.8,-8680,
1759265576597492,13877.5,14017.5,-52.5,
1759265576607257,9327.5,9957.5,-9196.25,
1759265576617348,9581.25,13457.5,-18025,
1759265576627280,7253.75,11926.2,-29715,
1759265576637219,6965,2563.75,-35726.2,
1759265576647254,12267.5,-12906.2,-25252.5,
1759265576657214,17815,-21507.5,-19390,
1759265576667212,18208.8,-13921.2,-857.5,
1759265576677237,17683.8,-7533.75,5171.25,
1759265576687207,4095,6790,1373.75,
1759265576697243,10386.2,1627.5,-4322.5,
1759265576707202,16633.8,-13982.5,-6597.5,
1759265576717309,14428.8,-33888.8,-10290,
1759265576727270,10482.5,-50347.5,-8216.25,
1759265576737195,4891.25,-44327.5,-11602.5,
1759265576747357,-3430,-30747.5,-8487.5,
1759265576757229,-4147.5,-28883.8,-1986.25,
1759265576767314,-8085,-20282.5,-14630,
1759265576777322,-5460,-30563.8,-57330,
1759265576787223,-8268.75,-8102.5,-106802,
1759265576797219,7568.75,-14603.8,-106934,
1759265576807256,24386.2,-31080,-82215,
1759265576817302,25803.8,-27921.2,-80316.2,
1759265576827761,21245,-33136.2,-53628.8,
1759265576837210,-2266.25,-26976.2,-23870,
1759265576847170,-30861.2,-26696.2,5486.25,
1759265576857244,-39130,-22601.2,21953.8,
1759265576867290,-44948.8,-21936.2,32270,
1759265576877409,-41553.8,-25278.8,1837.5,
1759265576887255,-40897.5,-27912.5,-70148.8,
1759265576897234,-28507.5,-32427.5,-103031,
1759265576907231,-22942.5,-24718.8,-111282,
1759265576917257,-17596.2,-2065,-80342.5,
1759265576927284,28953.8,-60908.8,-42490,
1759265576937273,34142.5,-55562.5,-23966.2,
1759265576947311,10517.5,-30765,-40293.8,
1759265576957280,20151.2,-32016.2,-38430,
1759265576967312,8181.25,-25383.8,-46698.8,
1759265576977401,1207.5,-32156.2,-32445,
1759265576987262,-23047.5,-43277.5,-19153.8,
1759265576997495,-22303.8,-59920,-27168.8,
1759265577007257,-27457.5,-41212.5,-42516.2,
1759265577017517,-24237.5,-34868.8,-78715,
1759265577027294,-5853.75,-29575,-89171.2,
1759265577037250,-4908.75,-18033.8,-99067.5,
1759265577047230,-1802.5,-7210,-106260,
1759265577057246,358.75,15190,-105962,
1759265577067322,21691.2,28218.8,-119822,
1759265577077320,29330,36522.5,-107021,
1759265577087278,38150,35988.8,-107214,
1759265577097306,26355,30073.8,-87797.5,
1759265577107271,30948.8,19223.8,-65143.8,
1759265577117357,8942.5,23021.2,-41615,
1759265577127302,-14017.5,15522.5,-19827.5,
1759265577137226,-31228.8,27221.2,-27877.5,
1759265577147457,-31412.5,28122.5,-54048.8,
1759265577157415,-33643.8,33206.2,-100179,
1759265577167259,-27553.8,20308.8,-110775,
1759265577177622,-27632.5,4077.5,-101448,
1759265577187474,-11217.5,4698.75,-97028.8,
1759265577197252,-2861.25,1557.5,-83282.5,
1759265577207250,6737.5,5031.25,-75118.8,
1759265577217336,2441.25,11480,-68556.2,
1759265577227294,2371.25,4698.75,-70341.2,
1759265577237243,708.75,12206.2,-65642.5,
1759265577247201,7043.75,18042.5,-56297.5,
1759265577257238,-6772.5,35411.2,-54477.5,
1759265577267300,-19372.5,35306.2,-53226.2,
1759265577277244,-25051.2,22207.5,-58940,
1759265577287231,-22251.2,23905,-83580,
1759265577297316,-5083.75,22470,-98393.8,
1759265577307226,6798.75,34440,-99277.5,
1759265577317310,16476.2,25445,-95690,
1759265577327246,27658.8,27991.2,-74392.5,
1759265577337218,18655,32243.8,-44808.8,
1759265577347217,16940,47005,-20396.2,
1759265577357220,3333.75,52963.8,-20903.8,
1759265577367337,-6790,30423.8,-36058.8,
1759265577377343,-18838.8,40013.8,-43470,
1759265577387331,-22785,33311.2,-59990,
1759265577397216,-22522.5,39252.5,-63078.8,
1759265577407288,-5258.75,6527.5,-94132.5,
1759265577417230,1776.25,-18795,-92426.2,
1759265577427349,20203.8,-11270,-81515,
1759265577437597,12215,-3045,-50286.2,
1759265577447193,12188.8,3990,-23625,
1759265577457308,14061.2,-910,-37248.8,
1759265577467226,13518.8,945,-43793.8,
1759265577477271,15487.5,-17.5,-62405,
1759265577487182,787.5,22513.8,-56288.8,
1759265577497267,875,20711.2,-31228.8,
1759265577507265,-28201.2,28936.2,31211.2,
1759265577517369,-54783.8,49796.2,60165,
1759265577527260,-68985,57793.8,60313.8,
1759265577537258,-58476.2,61407.5,70078.8,
1759265577547255,-44940,64487.5,51677.5,
1759265577557253,-43198.8,61985,29863.8,
1759265577567251,-30983.8,55562.5,-15522.5,
1759265577577469,-25663.8,40092.5,-39690,
1759265577587247,-2441.25,12775,-61880,
1759265577597282,7437.5,2870,-80701.2,
1759265577607241,12495,-2038.75,-81042.5,
1759265577617239,14245,3753.75,-73946.2,
1759265577627279,25287.5,-5731.25,-35638.8,
1759265577637234,26932.5,-27973.8,-20291.2,
1759265577647270,24465,-48238.8,9021.25,
1759265577657230,-16397.5,-6702.5,33425,
1759265577667227,-51721.2,28052.5,74611.2,
1759265577677332,-64986.2,60952.5,118711,
1759265577687358,-64207.5,75232.5,100205,
1759265577697327,-57907.5,86642.5,71426.2,
1759265577707325,-44651.2,96871.2,36942.5,
1759265577717322,-39182.5,129456,21735,
1759265577727253,-22916.2,151778,-28087.5,
1759265577737319,-157.5,118029,-71487.5,
1759265577747317,21288.8,93642.5,-107555,
1759265577757313,37817.5,66762.5,-155750,
1759265577767311,38902.5,53243.8,-151734,
1759265577777240,40845,57592.5,-159425,
1759265577787306,37730,30511.2,-120584,
1759265577797304,44537.5,-12425,-83527.5,
1759265577807232,37870,-50295,-27676.2,
1759265577817299,32541.2,-77568.8,53112.5,
1759265577827296,16038.8,-103478,118545,
1759265577837294,6781.25,-107118,163730,
1759265577847223,5162.5,-132142,142546,
1759265577857317,5565,-138162,129395,
1759265577867288,19783.8,-124390,94552.5,
