time (us),x (mdps),y (mdps),z(mdps)
1759266321003779,1015,-918.75,787.5,
1759266321007270,857.5,-1076.25,577.5,
1759266321010165,656.25,-271.25,481.25,
1759266321013101,122.5,-26.25,796.25,
1759266321015815,341.25,498.75,813.75,
1759266321018614,490,-157.5,533.75,
1759266321021482,516.25,157.5,341.25,
1759266321024585,770,-612.5,455,
1759266321027428,805,-568.75,726.25,
1759266321030192,1023.75,-717.5,612.5,
1759266321032994,1216.25,-945,516.25,
1759266321035706,1120,-621.25,603.75,
1759266321039122,927.5,-437.5,472.5,
1759266321042134,857.5,-455,455,
1759266321044741,936.25,-288.75,910,
1759266321047423,656.25,-455,656.25,
1759266321050093,1111.25,-490,621.25,
1759266321053088,1225,-857.5,612.5,
1759266321056017,1408.75,-840,813.75,
1759266321059232,787.5,-1032.5,411.25,
1759266321061919,1330,-866.25,262.5,
1759266321064544,1347.5,-1032.5,647.5,
1759266321067296,918.75,-708.75,1102.5,
1759266321070130,918.75,-647.5,621.25,
1759266321073079,840,-840,507.5,
1759266321075913,787.5,-840,472.5,
1759266321078526,971.25,-770,752.5,
1759266321081173,673.75,-1120,988.75,
1759266321083981,630,-1198.75,1417.5,
1759266321086748,385,-1303.75,1233.75,
1759266321090073,140,-1207.5,1233.75,
1759266321092869,490,-1190,577.5,
1759266321095579,568.75,-901.25,761.25,
1759266321098291,367.5,-1041.25,927.5,
1759266321101340,525,-630,700,
1759266321104080,385,-638.75,848.75,
1759266321106937,105,-883.75,735,
1759266321109812,568.75,-1172.5,673.75,
1759266321112391,533.75,-1137.5,638.75,
1759266321115413,428.75,-1426.25,752.5,
1759266321118140,52.5,-910,796.25,
1759266321120769,210,-516.25,735,
1759266321123613,-175,-638.75,393.75,
1759266321126526,288.75,-236.25,131.25,
1759266321129134,253.75,-218.75,-157.5,
1759266321131733,218.75,-420,-87.5,
1759266321134270,166.25,-595,-227.5,
1759266321136772,271.25,-630,-43.75,
1759266321139411,-8.75,-691.25,-140,
1759266321142389,498.75,-752.5,-52.5,
1759266321145053,166.25,-665,-192.5,
1759266321147558,-8.75,-428.75,-332.5,
1759266321150105,52.5,-323.75,-673.75,
1759266321152690,43.75,-227.5,-682.5,
1759266321155362,498.75,87.5,-1146.25,
1759266321158108,752.5,-87.5,-883.75,
1759266321160715,770,-166.25,-726.25,
1759266321163381,673.75,-210,-507.5,
1759266321165986,577.5,-175,-411.25,
1759266321168733,831.25,-253.75,-796.25,
1759266321171444,551.25,-551.25,-586.25,
1759266321174479,778.75,-393.75,-927.5,
1759266321177505,1041.25,-385,-770,
1759266321180123,988.75,-148.75,-630,
1759266321182667,1155,-78.75,-612.5,
1759266321185264,971.25,-52.5,-630,
1759266321187895,1268.75,-218.75,-586.25,
1759266321190857,1260,-61.25,-105,
1759266321206221,840,-822.5,743.75,
1759266321210256,980,-525,778.75,
1759266321213949,1137.5,-481.25,918.75,
1759266321216571,1023.75,-673.75,1198.75,
1759266321219088,1006.25,-831.25,1321.25,
1759266321221587,918.75,-866.25,1260,
1759266321224739,1190,-1058.75,1636.25,
1759266321227249,866.25,-1190,1347.5,
1759266321229748,971.25,-1260,1601.25,
1759266321232249,936.25,-1303.75,1697.5,
1759266321234748,1023.75,-936.25,1750,
1759266321237250,761.25,-1190,1426.25,
1759266321240790,1023.75,-892.5,1426.25,
1759266321243408,1242.5,-1137.5,1356.25,
1759266321245940,1338.75,-1163.75,1706.25,
1759266321248434,1163.75,-1067.5,1435,
1759266321250937,1006.25,-1181.25,1487.5,
1759266321253447,778.75,-1487.5,1470,
1759266321256184,875,-1557.5,1583.75,
1759266321258936,848.75,-1382.5,1260,
1759266321261579,1076.25,-1505,1190,
1759266321264205,752.5,-1041.25,1225,
1759266321266858,962.5,-1067.5,1050,
1759266321269466,761.25,-997.5,822.5,
1759266321272710,1067.5,-1102.5,831.25,
1759266321275985,857.5,-1155,612.5,
1759266321278575,778.75,-1338.75,673.75,
1759266321281074,787.5,-1050,411.25,
1759266321283574,857.5,-875,201.25,
1759266321286199,595,-1015,420,
1759266321288875,630,-822.5,236.25,
1759266321291742,1242.5,-787.5,-166.25,
1759266321294323,656.25,-411.25,-105,
1759266321296955,656.25,-708.75,-52.5,
1759266321299741,778.75,-411.25,-358.75,
1759266321302602,603.75,-367.5,-218.75,
1759266321305407,735,-525,-385,
1759266321308394,813.75,-621.25,-227.5,
1759266321311135,1102.5,-376.25,-87.5,
1759266321313691,630,-385,-183.75,
1759266321316492,1006.25,-227.5,-218.75,
1759266321327233,630,175,-385,
1759266321329814,892.5,-43.75,52.5,
1759266321332594,227.5,-175,-96.25,
1759266321335356,446.25,-35,43.75,
1759266321338011,463.75,-105,52.5,
1759266321341027,892.5,-411.25,-78.75,
1759266321344185,551.25,-70,8.75,
1759266321346764,647.5,-463.75,-148.75,
1759266321349503,700,-148.75,-70,
1759266321352058,875,166.25,183.75,
1759266321354668,717.5,-26.25,-131.25,
1759266321357354,656.25,-385,8.75,
1759266321360386,621.25,-148.75,201.25,
1759266321362938,603.75,-603.75,358.75,
1759266321365457,638.75,-603.75,-8.75,
1759266321368053,813.75,-743.75,131.25,
1759266321370664,813.75,-770,332.5,
1759266321373602,595,-603.75,367.5,
1759266321376177,708.75,-420,446.25,
1759266321378907,761.25,-612.5,140,
1759266321381468,402.5,-315,463.75,
1759266321384005,516.25,-490,455,
1759266321386550,638.75,-857.5,586.25,
1759266321389258,516.25,-840,507.5,
1759266321392337,673.75,-1155,358.75,
1759266321395003,673.75,-1207.5,577.5,
1759266321397550,770,-1487.5,822.5,
1759266321400214,953.75,-1347.5,743.75,
1759266321402840,542.5,-1093.75,796.25,
1759266321405609,796.25,-1216.25,761.25,
1759266321408437,953.75,-1277.5,463.75,
1759266321411285,866.25,-1015,621.25,
1759266321414000,840,-1303.75,778.75,
1759266321416654,761.25,-910,1093.75,
1759266321419344,936.25,-1172.5,1076.25,
1759266321422026,945,-1093.75,1006.25,
1759266321424977,1242.5,-1408.75,1111.25,
1759266321427897,1120,-1303.75,1242.5,
1759266321430495,761.25,-1295,1181.25,
1759266321433205,752.5,-988.75,1155,
1759266321435897,1058.75,-1006.25,1146.25,
1759266321438733,1032.5,-551.25,1391.25,
1759266321441755,1146.25,-778.75,1233.75,
1759266321444453,603.75,-1006.25,1093.75,
1759266321447089,761.25,-901.25,1058.75,
1759266321449752,1225,-1120,1338.75,
1759266321452538,953.75,-1058.75,1155,
1759266321455359,770,-1041.25,1032.5,
1759266321458393,1295,-892.5,1260,
1759266321461145,1233.75,-350,883.75,
1759266321463784,1058.75,-533.75,1015,
1759266321466564,691.25,-472.5,857.5,
1759266321469372,901.25,-253.75,848.75,
1759266321472274,945,-358.75,682.5,
1759266321475226,1102.5,-673.75,866.25,
1759266321477990,1575,-586.25,516.25,
1759266321480685,988.75,-822.5,498.75,
1759266321483494,1338.75,-516.25,411.25,
1759266321486471,883.75,-385,183.75,
1759266321489619,962.5,-210,157.5,
1759266321492487,840,-113.75,26.25,
1759266321495193,910,-131.25,236.25,
1759266321497883,787.5,-96.25,-17.5,
1759266321500571,665,-113.75,-87.5,
1759266321503654,875,-253.75,-157.5,
1759266321506633,743.75,-297.5,-131.25,
1759266321509485,1076.25,-350,-428.75,
1759266321512273,420,-612.5,-341.25,
1759266321514970,568.75,-420,-621.25,
1759266321518053,437.5,-437.5,-507.5,
1759266321520877,708.75,-96.25,-542.5,
1759266321523686,778.75,-350,-577.5,
1759266321526524,936.25,-455,-463.75,
1759266321529140,568.75,-568.75,-122.5,
1759266321531766,1023.75,-857.5,-402.5,
1759266321534515,796.25,-682.5,-306.25,
1759266321537083,428.75,-726.25,8.75,
1759266321539845,787.5,-586.25,-245,
1759266321542679,647.5,-743.75,-210,
1759266321545174,577.5,-1128.75,-175,
1759266321547873,420,-822.5,-271.25,
1759266321550462,568.75,-831.25,8.75,
1759266321553010,717.5,-708.75,43.75,
1759266321555596,708.75,-918.75,245,
1759266321558491,516.25,-1268.75,367.5,
1759266321561228,726.25,-1391.25,236.25,
1759266321563796,638.75,-1207.5,271.25,
1759266321566333,577.5,-1093.75,638.75,
1759266321568961,560,-1207.5,770,
1759266321571510,761.25,-1198.75,385,
1759266321574310,918.75,-945,647.5,
1759266321576964,936.25,-1181.25,673.75,
1759266321579759,1067.5,-691.25,866.25,
1759266321582421,1181.25,-1190,866.25,
1759266321585134,1365,-883.75,787.5,
1759266321587889,1120,-1085,927.5,
1759266321590863,726.25,-901.25,1067.5,
1759266321593532,831.25,-1050,1321.25,
1759266321596480,883.75,-997.5,883.75,
1759266321599366,831.25,-1120,857.5,
1759266321602248,1085,-962.5,831.25,
1759266321604748,1321.25,-743.75,1023.75,
1759266321607504,1006.25,-761.25,831.25,
1759266321610121,1093.75,-927.5,927.5,
1759266321612560,1303.75,-490,945,
1759266321615121,1155,-586.25,813.75,
1759266321617663,945,-892.5,857.5,
1759266321620275,638.75,-813.75,691.25,
1759266321623222,1102.5,-840,953.75,
1759266321626577,1715,-1076.25,542.5,
1759266321629180,1750,-971.25,236.25,
1759266321631742,1592.5,-358.75,105,
1759266321634286,1706.25,61.25,551.25,
1759266321636849,1583.75,-568.75,700,
1759266321639652,1916.25,-1531.25,131.25,
1759266321642515,1776.25,-1085,-446.25,
1759266321645155,1802.5,-866.25,-568.75,
1759266321647785,1058.75,-78.75,-175,
1759266321650455,1242.5,-105,262.5,
1759266321653287,1207.5,-376.25,332.5,
1759266321656292,1417.5,-140,26.25,
1759266321659193,1006.25,-463.75,-157.5,
1759266321661951,1120,-586.25,-358.75,
1759266321664683,1207.5,-385,420,
1759266321667532,638.75,-350,638.75,
1759266321670317,323.75,-52.5,262.5,
1759266321673625,227.5,0,288.75,
1759266321676491,227.5,43.75,446.25,
1759266321679277,26.25,148.75,358.75,
1759266321682109,262.5,-236.25,-350,
1759266321684841,140,-1023.75,-157.5,
1759266321687704,603.75,-866.25,52.5,
1759266321690931,411.25,-656.25,323.75,
1759266321693863,262.5,-411.25,-131.25,
1759266321696650,148.75,-43.75,-122.5,
1759266321699444,-315,-603.75,105,
1759266321702484,-192.5,-1155,-78.75,
1759266321705272,-218.75,-805,280,
1759266321708245,-490,-822.5,533.75,
1759266321711101,-393.75,-507.5,315,
1759266321713832,-113.75,-358.75,245,
1759266321716474,-350,-472.5,-183.75,
1759266321719435,-411.25,-437.5,201.25,
1759266321722170,-428.75,-761.25,455,
1759266321724979,-875,-1137.5,157.5,
1759266321727687,-560,-787.5,-17.5,
1759266321730347,-743.75,-507.5,122.5,
1759266321733181,-656.25,-367.5,-148.75,
1759266321735995,-735,-288.75,262.5,
1759266321738693,-927.5,-708.75,402.5,
1759266321741878,-402.5,-1015,376.25,
1759266321744591,-376.25,-1058.75,218.75,
1759266321747128,-166.25,-918.75,271.25,
1759266321749742,-253.75,-892.5,262.5,
1759266321752363,428.75,-1015,411.25,
1759266321754871,743.75,-1015,227.5,
1759266321757538,743.75,-761.25,122.5,
1759266321760126,411.25,-525,463.75,
1759266321762624,481.25,-708.75,210,
1759266321765245,700,-822.5,262.5,
1759266321767995,708.75,-910,26.25,
1759266321770586,1120,-1032.5,236.25,
1759266321773420,1006.25,-385,437.5,
1759266321776116,997.5,-455,1006.25,
1759266321778841,875,-647.5,638.75,
1759266321781456,647.5,-227.5,875,
1759266321784087,813.75,-481.25,1400,
1759266321786940,1356.25,-708.75,1347.5,
1759266321789527,1155,-332.5,1400,
1759266321792176,918.75,-280,1452.5,
1759266321794761,997.5,-175,1006.25,
1759266321797410,1251.25,-586.25,1330,
1759266321799951,1023.75,-26.25,1583.75,
1759266321802489,1120,-463.75,1268.75,
1759266321805075,857.5,-402.5,1312.5,
1759266321808162,1487.5,-770,813.75,
1759266321810700,1260,-1041.25,358.75,
1759266321813274,1680,-630,603.75,
1759266321815804,1295,-568.75,778.75,
1759266321818300,971.25,-253.75,988.75,
1759266321820803,533.75,-446.25,805,
1759266321823738,498.75,-350,787.5,
1759266321826445,446.25,-568.75,490,
1759266321828944,148.75,-472.5,901.25,
1759266321831444,262.5,-586.25,1085,
1759266321834015,61.25,-953.75,735,
1759266321836525,376.25,-822.5,332.5,
1759266321839173,166.25,-612.5,105,
1759266321841997,61.25,-595,113.75,
1759266321844551,-157.5,-708.75,8.75,
1759266321847223,166.25,-638.75,-280,
1759266321849916,-61.25,-472.5,-577.5,
1759266321852642,-113.75,-586.25,-857.5,
1759266321855452,52.5,-962.5,-1006.25,
1759266321858967,-586.25,-822.5,-341.25,
1759266321861736,-288.75,-595,-367.5,
1759266321864484,-306.25,-778.75,-691.25,
1759266321867248,-315,-936.25,-1050,
1759266321870010,-26.25,-1102.5,-708.75,
1759266321873210,-131.25,-918.75,-892.5,
1759266321876106,-411.25,-647.5,-717.5,
1759266321878793,-708.75,-621.25,-717.5,
1759266321881479,-446.25,-525,-1058.75,
1759266321884216,-638.75,-647.5,-988.75,
1759266321886966,-1172.5,-516.25,-691.25,
1759266321890214,-1338.75,-551.25,-516.25,
1759266321893060,-1128.75,-656.25,-586.25,
1759266321895816,-708.75,-481.25,-183.75,
1759266321898649,-700,-297.5,-157.5,
1759266321901488,-560,-157.5,17.5,
1759266321904308,-183.75,-236.25,271.25,
1759266321907197,61.25,-288.75,78.75,
1759266321910055,-411.25,-341.25,175,
1759266321912876,323.75,-840,350,
1759266321915644,498.75,-490,341.25,
1759266321918791,726.25,-306.25,323.75,
1759266321921871,1163.75,-542.5,665,
1759266321924610,358.75,-463.75,-70,
1759266321927242,682.5,-236.25,463.75,
1759266321929877,358.75,253.75,0,
1759266321932586,525,-17.5,385,
1759266321935367,385,-253.75,385,
1759266321938052,761.25,-463.75,87.5,
1759266321940903,831.25,-341.25,927.5,
1759266321943667,437.5,-498.75,822.5,
1759266321946207,743.75,-262.5,1435,
1759266321949030,420,-148.75,1242.5,
1759266321951671,551.25,96.25,1977.5,
1759266321954390,218.75,-218.75,1767.5,
1759266321957246,743.75,297.5,1417.5,
1759266321960040,630,-288.75,700,
1759266321962573,971.25,-140,1400,
1759266321965148,1032.5,-236.25,752.5,
1759266321967703,1137.5,-437.5,813.75,
1759266321970245,1688.75,-787.5,761.25,
1759266321972926,1207.5,-787.5,717.5,
1759266321975689,1688.75,-1382.5,621.25,
1759266321978240,1461.25,-1190,621.25,
1759266321980935,1426.25,-1128.75,1067.5,
1759266321983410,1435,-1417.5,673.75,
1759266321986034,1522.5,-726.25,770,
1759266321988574,1461.25,-1041.25,525,
1759266321991454,1645,-945,463.75,
1759266321994283,901.25,-1198.75,901.25,
1759266321996812,796.25,-1435,1321.25,
1759266321999435,848.75,-1233.75,428.75,
1759266322001974,446.25,-1155,1128.75,
1759266322004447,472.5,-1067.5,1312.5,
1759266322007157,122.5,-1155,612.5,
1759266322009863,113.75,-673.75,717.5,
1759266322012527,-525,-822.5,638.75,
1759266322015091,-288.75,-717.5,787.5,
1759266322017650,-323.75,-796.25,577.5,
1759266322020135,-201.25,-778.75,306.25,
1759266322022655,-245,-1303.75,78.75,
1759266322025527,-927.5,-778.75,542.5,
1759266322028148,-385,-743.75,472.5,
1759266322030687,-472.5,-848.75,665,
1759266322033222,52.5,-1120,595,
1759266322035686,131.25,-1111.25,122.5,
1759266322038151,-35,-910,-245,
1759266322040987,175,-778.75,-113.75,
1759266322043644,-26.25,-1050,-148.75,
1759266322046147,393.75,-866.25,-236.25,
1759266322048750,96.25,-700,-341.25,
1759266322051379,43.75,-542.5,-568.75,
1759266322053995,-131.25,-682.5,-752.5,
1759266322056756,-350,-315,131.25,
1759266322059392,-542.5,-236.25,-78.75,
1759266322062057,-78.75,-262.5,-332.5,
1759266322064666,-105,-8.75,-218.75,
1759266322067349,-533.75,8.75,-595,
1759266322070060,-280,376.25,-288.75,
1759266322072965,-245,105,-358.75,
1759266322075746,0,315,-393.75,
1759266322078308,-61.25,96.25,-332.5,
1759266322080874,367.5,183.75,-236.25,
1759266322083497,-78.75,-166.25,-673.75,
1759266322086140,498.75,17.5,-560,
1759266322088913,630,-61.25,-682.5,
1759266322091742,1015,-463.75,-980,
1759266322094311,988.75,-210,-1356.25,
1759266322096884,691.25,-122.5,-1356.25,
1759266322099513,848.75,131.25,-577.5,
1759266322102443,962.5,-43.75,-568.75,
1759266322105244,1531.25,-70,-481.25,
1759266322108069,1076.25,-516.25,-901.25,
1759266322110869,953.75,-96.25,-490,
1759266322113508,673.75,-358.75,-183.75,
1759266322116101,822.5,-192.5,542.5,
1759266322119007,577.5,-367.5,376.25,
1759266322121736,822.5,-166.25,446.25,
1759266322124459,691.25,-341.25,70,
1759266322127253,498.75,61.25,822.5,
1759266322129862,700,0,1058.75,
1759266322132599,822.5,-551.25,1356.25,
1759266322135546,568.75,-901.25,1102.5,
1759266322138337,770,-971.25,1408.75,
1759266322141488,840,-1067.5,1242.5,
1759266322144231,1242.5,-1233.75,1373.75,
1759266322146827,1373.75,-1216.25,1137.5,
1759266322149659,1610,-1391.25,1478.75,
1759266322152438,1443.75,-1470,1583.75,
1759266322155004,1321.25,-1391.25,1618.75,
1759266322157726,1207.5,-1443.75,1592.5,
1759266322160436,1058.75,-1356.25,1688.75,
1759266322162992,1330,-1338.75,1820,
1759266322165725,1391.25,-1426.25,1811.25,
1759266322168657,1732.5,-1566.25,2012.5,
1759266322171311,1225,-1758.75,2100,
1759266322174118,665,-1636.25,1933.75,
1759266322176864,358.75,-1303.75,2038.75,
1759266322179433,481.25,-1076.25,1872.5,
1759266322182282,595,-1251.25,1793.75,
1759266322184974,113.75,-1260,1662.5,
1759266322187617,525,-1032.5,1618.75,
1759266322190304,385,-1163.75,1627.5,
1759266322193098,306.25,-1032.5,953.75,
1759266322195990,-271.25,-1128.75,971.25,
1759266322198622,350,-516.25,813.75,
1759266322201303,227.5,-980,700,
1759266322203884,866.25,-673.75,350,
1759266322206531,446.25,-875,437.5,
1759266322209611,831.25,-1181.25,-43.75,
1759266322212284,726.25,-682.5,-262.5,
1759266322214855,1268.75,-603.75,-630,
1759266322217352,1470,-883.75,-743.75,
1759266322219857,1268.75,-691.25,-892.5,
1759266322222492,796.25,-262.5,-253.75,
1759266322225318,875,-227.5,-428.75,
1759266322228303,411.25,-148.75,-743.75,
1759266322230804,262.5,35,-945,
1759266322233350,595,140,-997.5,
1759266322235849,402.5,26.25,-603.75,
1759266322238476,420,183.75,-507.5,
1759266322241563,551.25,131.25,-770,
1759266322244168,498.75,358.75,-875,
1759266322246640,455,472.5,-1015,
1759266322249172,568.75,140,-778.75,
1759266322251755,367.5,210,-437.5,
1759266322254250,533.75,350,-393.75,
1759266322257040,638.75,70,-612.5,
1759266322259700,665,78.75,-621.25,
1759266322262202,717.5,-175,-603.75,
1759266322264793,840,-148.75,-586.25,
1759266322267294,638.75,157.5,-157.5,
1759266322269803,988.75,-393.75,-831.25,
1759266322272470,1540,-367.5,-568.75,
1759266322275314,1295,-595,-472.5,
1759266322277866,1198.75,-507.5,-271.25,
1759266322280476,980,-271.25,-113.75,
1759266322283004,752.5,-446.25,245,
1759266322285592,560,-446.25,-35,
1759266322288407,796.25,-568.75,315,
1759266322291197,717.5,-315,595,
1759266322293770,621.25,-297.5,603.75,
1759266322296416,630,-796.25,1321.25,
1759266322299114,796.25,-796.25,796.25,
1759266322301693,393.75,-647.5,673.75,
1759266322304785,778.75,-831.25,1111.25,
1759266322307547,682.5,-813.75,1356.25,
1759266322310211,997.5,-866.25,1662.5,
1759266322312689,822.5,-1251.25,1618.75,
1759266322315276,647.5,-1338.75,988.75,
1759266322317932,1023.75,-1566.25,927.5,
1759266322320832,1155,-1312.5,1076.25,
1759266322323694,1365,-1662.5,1181.25,
1759266322326537,1828.75,-1741.25,1015,
1759266322329077,1522.5,-1540,1076.25,
1759266322331577,1671.25,-1443.75,805,
1759266322334096,1741.25,-1443.75,1067.5,
1759266322336684,1575,-1347.5,1067.5,
1759266322339305,1373.75,-1653.75,1155,
1759266322342103,1400,-1645,1137.5,
1759266322344681,1356.25,-1487.5,1023.75,
1759266322347201,1181.25,-1723.75,1303.75,
1759266322349927,1242.5,-1583.75,1347.5,
1759266322352680,1216.25,-1111.25,1330,
1759266322355280,1242.5,-1093.75,1426.25,
1759266322358250,1207.5,-971.25,1190,
1759266322360945,971.25,-761.25,1058.75,
1759266322363444,988.75,-717.5,1006.25,
1759266322365894,1268.75,-673.75,1085,
1759266322368444,1391.25,-805,1277.5,
1759266322371097,1391.25,-708.75,901.25,
1759266322373786,1400,-796.25,787.5,
1759266322376316,1408.75,-787.5,455,
1759266322378816,1575,-778.75,481.25,
1759266322381441,1426.25,-805,533.75,
1759266322383977,1855,-840,638.75,
1759266322386515,1225,-542.5,192.5,
1759266322389047,1426.25,-472.5,332.5,
1759266322391765,1531.25,-411.25,595,
1759266322394263,1408.75,-621.25,183.75,
1759266322396923,1583.75,-577.5,332.5,
1759266322399475,1155,-463.75,175,
1759266322401975,1382.5,-183.75,533.75,
1759266322404561,927.5,-411.25,428.75,
1759266322407394,840,-166.25,603.75,
1759266322410224,927.5,-87.5,507.5,
1759266322412937,376.25,236.25,437.5,
1759266322415668,612.5,87.5,105,
1759266322418435,542.5,113.75,-52.5,
1759266322421045,638.75,420,-52.5,
1759266322423758,787.5,-183.75,-70,
1759266322426454,1058.75,-455,-140,
1759266322429115,1120,-297.5,-437.5,
1759266322431752,1111.25,-262.5,-393.75,
1759266322434429,980,-341.25,-367.5,
1759266322437030,1041.25,-218.75,-568.75,
1759266322439685,892.5,-481.25,-656.25,
1759266322442302,472.5,-533.75,-245,
1759266322444870,560,-455,-525,
1759266322447549,901.25,-542.5,-376.25,
1759266322450033,376.25,-726.25,-376.25,
1759266322452549,700,-743.75,-866.25,
1759266322455124,560,-848.75,-656.25,
1759266322457778,796.25,-892.5,-446.25,
1759266322460479,411.25,-822.5,-157.5,
1759266322463149,70,-875,-52.5,
1759266322465652,262.5,-980,17.5,
1759266322468194,166.25,-700,-70,
1759266322470748,218.75,-498.75,-166.25,
1759266322473298,192.5,-595,262.5,
1759266322476124,542.5,-630,472.5,
1759266322478746,481.25,-918.75,332.5,
1759266322481291,665,-1365,350,
1759266322483792,1111.25,-1207.5,315,
1759266322486317,813.75,-1058.75,507.5,
1759266322488970,1120,-1408.75,586.25,
1759266322491571,1190,-1382.5,691.25,
1759266322494042,1041.25,-1260,875,
1759266322496520,1198.75,-1128.75,560,
1759266322499020,1023.75,-1260,761.25,
1759266322501537,1128.75,-1347.5,901.25,
1759266322504116,1513.75,-1260,735,
1759266322507101,1557.5,-1067.5,1032.5,
1759266322509846,1242.5,-1155,892.5,
1759266322512543,1811.25,-1085,1093.75,
1759266322515019,1461.25,-1120,1312.5,
1759266322517573,1391.25,-1286.25,1382.5,
1759266322520372,1190,-997.5,1645,
1759266322522975,1137.5,-840,1592.5,
1759266322525978,1207.5,-805,1592.5,
1759266322528600,1111.25,-673.75,1443.75,
1759266322531196,1295,-586.25,1478.75,
1759266322533846,1155,-621.25,1566.25,
1759266322536560,1592.5,-796.25,1216.25,
1759266322539261,1461.25,-962.5,1050,
1759266322542100,1163.75,-682.5,1400,
1759266322544777,1408.75,-840,1172.5,
1759266322547277,1373.75,-778.75,918.75,
1759266322549736,1548.75,-796.25,840,
1759266322552314,1233.75,-761.25,516.25,
1759266322554903,1120,-411.25,402.5,
1759266322557442,1443.75,-428.75,630,
1759266322560107,1347.5,-656.25,411.25,
1759266322562725,1338.75,-481.25,306.25,
1759266322565185,1391.25,-638.75,218.75,
1759266322568201,1093.75,-638.75,0,
1759266322570723,1242.5,-323.75,0,
1759266322573227,612.5,-542.5,210,
1759266322575795,463.75,-131.25,166.25,
1759266322578223,761.25,-288.75,43.75,
1759266322580722,463.75,-271.25,-78.75,
1759266322583219,778.75,-8.75,-183.75,
1759266322585767,735,61.25,-52.5,
1759266322588304,385,148.75,-17.5,
1759266322591060,210,-105,-227.5,
1759266322593622,-52.5,-358.75,-166.25,
1759266322596119,-70,-796.25,-210,
1759266322598672,166.25,-218.75,-8.75,
1759266322601180,43.75,-551.25,-332.5,
1759266322603765,393.75,-708.75,-280,
1759266322606403,341.25,-402.5,-630,
1759266322609185,516.25,-358.75,-358.75,
1759266322611873,717.5,-700,-525,
1759266322614426,393.75,-586.25,-577.5,
1759266322617039,385,-682.5,-297.5,
1759266322619617,533.75,-665,-8.75,
1759266322622387,253.75,-708.75,0,
1759266322625123,192.5,-980,376.25,
1759266322627830,218.75,-831.25,105,
1759266322630549,-70,-595,218.75,
1759266322633114,61.25,-393.75,131.25,
1759266322635664,-122.5,-463.75,411.25,
1759266322638307,-245,-525,411.25,
1759266322641224,-35,-700,533.75,
1759266322643920,-8.75,-367.5,612.5,
1759266322646504,-358.75,-516.25,665,
1759266322649033,192.5,-708.75,630,
1759266322651701,-148.75,-743.75,778.75,
1759266322654516,157.5,-805,568.75,
1759266322657337,621.25,-848.75,848.75,
1759266322660295,262.5,-796.25,805,
1759266322662990,875,-883.75,638.75,
1759266322665541,910,-708.75,586.25,
1759266322668210,665,-962.5,428.75,
1759266322670948,1128.75,-883.75,393.75,
1759266322674208,1102.5,-778.75,332.5,
1759266322685991,1023.75,-805,525,
1759266322688948,866.25,-726.25,638.75,
1759266322692326,971.25,-516.25,840,
1759266322695099,953.75,-656.25,621.25,
1759266322697769,1163.75,-568.75,577.5,
1759266322700529,1050,-253.75,682.5,
1759266322703255,805,-402.5,735,
1759266322706300,700,-665,735,
1759266322709270,665,-551.25,647.5,
1759266322712018,831.25,-516.25,586.25,
1759266322714696,708.75,-638.75,533.75,
1759266322717352,1207.5,-787.5,630,
1759266322720218,1050,-516.25,350,
1759266322722957,936.25,-647.5,227.5,
1759266322725696,822.5,-560,8.75,
1759266322728405,927.5,-840,43.75,
1759266322730986,682.5,-796.25,35,
1759266322733670,595,-918.75,210,
1759266322736592,595,-813.75,192.5,
1759266322739360,787.5,-866.25,201.25,
1759266322742155,656.25,-568.75,437.5,
1759266322744804,253.75,-717.5,350,
1759266322747426,315,-402.5,402.5,
1759266322750075,43.75,-183.75,420,
1759266322753119,-87.5,-210,411.25,
1759266322755781,122.5,-297.5,437.5,
1759266322758737,-271.25,-288.75,612.5,
1759266322761479,-227.5,-210,315,
1759266322764148,-122.5,-455,297.5,
1759266322766860,-367.5,-455,288.75,
1759266322769673,0,-481.25,315,
1759266322772441,-297.5,-428.75,218.75,
1759266322775561,183.75,-341.25,35,
1759266322778275,-78.75,-481.25,8.75,
1759266322780945,-87.5,-577.5,8.75,
1759266322783947,-87.5,-595,-96.25,
1759266322786670,175,-971.25,122.5,
1759266322789381,43.75,-848.75,0,
1759266322792274,0,-988.75,-148.75,
1759266322795078,113.75,-840,105,
1759266322797663,236.25,-892.5,61.25,
1759266322800343,-61.25,-743.75,70,
1759266322802883,61.25,-778.75,-87.5,
1759266322805412,-87.5,-367.5,-61.25,
1759266322808222,-175,-385,-306.25,
1759266322811098,-201.25,-105,122.5,
1759266322813653,-271.25,-516.25,131.25,
1759266322816213,-297.5,-542.5,166.25,
1759266322818785,131.25,-385,-8.75,
1759266322821421,-306.25,-455,183.75,
1759266322824172,-113.75,-691.25,-52.5,
1759266322826914,411.25,-691.25,490,
1759266322829657,148.75,-516.25,35,
1759266322832336,568.75,-402.5,113.75,
1759266322834989,341.25,-376.25,52.5,
1759266322837691,621.25,-612.5,-43.75,
1759266322840598,708.75,-595,8.75,
1759266322843409,595,-866.25,175,
1759266322846341,875,-971.25,175,
1759266322848900,848.75,-831.25,446.25,
1759266322851564,630,-787.5,367.5,
1759266322854208,848.75,-700,525,
1759266322857021,848.75,-621.25,603.75,
1759266322859999,516.25,-420,875,
1759266322862662,358.75,-175,586.25,
1759266322865308,437.5,-175,953.75,
1759266322868041,708.75,-315,1076.25,
1759266322870735,700,-551.25,1102.5,
