time (us),x (mdps),y (mdps),z(mdps)
1759266322873691,665,-630,1058.75,
1759266322877456,770,-595,1190,
1759266322880281,420,-533.75,1041.25,
1759266322882864,673.75,-665,1015,
1759266322885452,805,-621.25,787.5,
1759266322888087,428.75,-612.5,831.25,
1759266322891065,455,-463.75,857.5,
1759266322893807,708.75,-560,603.75,
1759266322896488,446.25,-743.75,612.5,
1759266322899115,673.75,-778.75,472.5,
1759266322901851,988.75,-673.75,393.75,
1759266322904580,577.5,-1006.25,411.25,
1759266322907886,428.75,-953.75,437.5,
1759266322910651,455,-752.5,568.75,
1759266322913323,-35,-778.75,262.5,
1759266322915984,-26.25,-866.25,420,
1759266322918676,350,-315,245,
1759266322921453,-87.5,-560,183.75,
1759266322924410,-131.25,-673.75,350,
1759266322927234,-87.5,-525,481.25,
1759266322930040,-26.25,-761.25,245,
1759266322932889,-245,-577.5,96.25,
1759266322935720,17.5,-717.5,43.75,
1759266322938874,-463.75,-603.75,-87.5,
1759266322941982,-131.25,-525,-140,
1759266322945044,-70,-542.5,-315,
1759266322947685,26.25,-323.75,-113.75,
1759266322950368,201.25,-840,8.75,
1759266322953187,201.25,-612.5,-297.5,
1759266322955847,306.25,-717.5,-385,
1759266322958651,253.75,-603.75,-210,
1759266322961309,420,-901.25,-288.75,
1759266322963960,26.25,-796.25,-218.75,
1759266322966645,463.75,-472.5,-113.75,
1759266322969627,218.75,-420,-297.5,
1759266322972401,-17.5,-428.75,-96.25,
1759266322975313,-166.25,17.5,175,
1759266322977968,-52.5,-183.75,35,
1759266322980637,-87.5,-385,560,
1759266322983430,105,-105,122.5,
1759266322986371,271.25,-245,323.75,
1759266322989061,70,-218.75,332.5,
1759266322991844,-148.75,-358.75,507.5,
1759266322994530,201.25,-236.25,402.5,
1759266322997174,17.5,-157.5,26.25,
1759266322999967,428.75,-376.25,385,
1759266323002698,647.5,-332.5,341.25,
1759266323005427,665,-376.25,87.5,
1759266323008302,638.75,-455,253.75,
1759266323011130,805,-428.75,358.75,
1759266323013909,778.75,-595,297.5,
1759266323016524,1102.5,-560,411.25,
1759266323019124,761.25,-630,315,
1759266323021729,691.25,-621.25,350,
1759266323024666,918.75,-262.5,280,
1759266323027351,1023.75,-577.5,472.5,
1759266323030073,1032.5,-463.75,848.75,
1759266323032608,1111.25,-498.75,411.25,
1759266323035074,866.25,-437.5,743.75,
1759266323037575,875,-682.5,770,
1759266323040264,507.5,-490,717.5,
1759266323042990,700,-472.5,761.25,
1759266323045542,603.75,-612.5,831.25,
1759266323048034,507.5,-498.75,638.75,
1759266323050612,603.75,-568.75,621.25,
1759266323053142,761.25,-630,297.5,
1759266323055771,673.75,-481.25,568.75,
1759266323058520,1023.75,-682.5,586.25,
1759266323061073,813.75,-971.25,621.25,
1759266323063657,892.5,-708.75,673.75,
1759266323066293,691.25,-1067.5,533.75,
1759266323068949,866.25,-1146.25,288.75,
1759266323071707,787.5,-997.5,568.75,
1759266323074606,542.5,-1312.5,525,
1759266323077511,437.5,-866.25,848.75,
1759266323080111,717.5,-831.25,463.75,
1759266323082757,778.75,-1023.75,542.5,
1759266323085448,892.5,-883.75,437.5,
1759266323088118,910,-778.75,831.25,
1759266323091291,621.25,-971.25,770,
1759266323094108,358.75,-586.25,411.25,
1759266323096762,332.5,-700,638.75,
1759266323099400,393.75,-1058.75,586.25,
1759266323102098,201.25,-918.75,770,
1759266323104944,271.25,-796.25,490,
1759266323108242,341.25,-568.75,822.5,
1759266323111315,17.5,-428.75,603.75,
1759266323113937,420,-472.5,323.75,
1759266323116606,306.25,-603.75,367.5,
1759266323119275,236.25,-411.25,428.75,
1759266323122081,490,-463.75,218.75,
1759266323125279,376.25,-516.25,-122.5,
1759266323128094,551.25,-472.5,35,
1759266323130709,551.25,-586.25,-122.5,
1759266323133203,743.75,-726.25,-122.5,
1759266323135805,770,-463.75,-236.25,
1759266323138600,463.75,-542.5,-210,
1759266323141709,586.25,-525,-35,
1759266323144494,638.75,-61.25,-105,
1759266323146962,385,17.5,35,
1759266323149493,533.75,-358.75,-105,
1759266323152089,568.75,-87.5,-166.25,
1759266323154634,603.75,-262.5,140,
1759266323157233,577.5,-428.75,227.5,
1759266323160383,822.5,-131.25,166.25,
1759266323162870,673.75,-603.75,52.5,
1759266323165381,770,-140,-8.75,
1759266323167968,901.25,-288.75,26.25,
1759266323170538,892.5,-175,-35,
1759266323173111,1093.75,-367.5,-175,
1759266323176010,778.75,-157.5,-8.75,
1759266323178579,953.75,-227.5,0,
1759266323181128,1155,-595,87.5,
1759266323183627,1207.5,-341.25,245,
1759266323186164,1155,-297.5,-236.25,
1759266323188696,1330,-682.5,201.25,
1759266323191339,1268.75,-402.5,148.75,
1759266323193912,1050,-726.25,385,
1759266323196481,1216.25,-490,201.25,
1759266323199107,1120,-498.75,612.5,
1759266323201789,1277.5,-787.5,691.25,
1759266323204415,1225,-612.5,883.75,
1759266323207172,962.5,-638.75,700,
1759266323209913,1015,-717.5,822.5,
1759266323212601,1067.5,-936.25,1058.75,
1759266323215206,1085,-822.5,787.5,
1759266323217856,875,-796.25,1041.25,
1759266323220477,1102.5,-971.25,953.75,
1759266323223082,901.25,-988.75,1120,
1759266323225957,875,-595,1198.75,
1759266323228643,1163.75,-630,1242.5,
1759266323231475,962.5,-708.75,1312.5,
1759266323234034,988.75,-1067.5,1347.5,
1759266323236743,1295,-1146.25,1225,
1759266323239503,1181.25,-1155,971.25,
1759266323242582,1041.25,-945,918.75,
1759266323245161,1198.75,-1111.25,857.5,
1759266323248156,988.75,-1093.75,708.75,
1759266323250826,761.25,-1137.5,848.75,
1759266323253540,568.75,-927.5,953.75,
1759266323256414,822.5,-971.25,647.5,
1759266323259589,831.25,-1172.5,778.75,
1759266323262931,752.5,-901.25,875,
1759266323265515,752.5,-1146.25,682.5,
1759266323268046,971.25,-962.5,595,
1759266323270515,463.75,-1163.75,332.5,
1759266323273063,603.75,-682.5,411.25,
1759266323275939,971.25,-682.5,437.5,
1759266323278560,840,-481.25,376.25,
1759266323281106,1120,-682.5,192.5,
1759266323283630,743.75,-560,-17.5,
1759266323286233,603.75,-507.5,-61.25,
1759266323288966,717.5,-630,0,
1759266323292107,1058.75,-577.5,-166.25,
1759266323295077,1225,-481.25,-166.25,
1759266323297600,1032.5,-595,-253.75,
1759266323300076,1198.75,-901.25,-192.5,
1759266323302599,1006.25,-455,-113.75,
1759266323305098,831.25,-420,-175,
1759266323307706,761.25,-236.25,-8.75,
1759266323310387,1015,-201.25,96.25,
1759266323312893,761.25,-297.5,8.75,
1759266323315553,1128.75,-253.75,96.25,
1759266323318223,1111.25,-490,-78.75,
1759266323320792,866.25,-218.75,-43.75,
1759266323323566,1085,-297.5,-8.75,
1759266323326456,1076.25,-26.25,26.25,
1759266323329097,761.25,-78.75,-166.25,
1759266323331790,752.5,-157.5,78.75,
1759266323334503,927.5,-341.25,210,
1759266323337185,866.25,-148.75,105,
1759266323340001,1102.5,-288.75,411.25,
1759266323343013,848.75,-297.5,411.25,
1759266323345702,1190,-507.5,542.5,
1759266323348382,980,-516.25,271.25,
1759266323351099,1163.75,-551.25,175,
1759266323353848,735,-577.5,350,
1759266323356706,1102.5,-612.5,647.5,
1759266323360092,848.75,-612.5,516.25,
1759266323362749,1155,-700,551.25,
1759266323365248,980,-735,437.5,
1759266323367748,1041.25,-603.75,533.75,
1759266323370340,848.75,-1023.75,682.5,
1759266323373177,1155,-1102.5,603.75,
1759266323376064,953.75,-1050,393.75,
1759266323378657,796.25,-1015,726.25,
1759266323381080,1006.25,-1058.75,568.75,
1759266323383580,665,-997.5,717.5,
1759266323386244,656.25,-918.75,988.75,
1759266323388743,673.75,-1006.25,778.75,
1759266323391535,726.25,-1006.25,560,
1759266323394183,717.5,-988.75,498.75,
1759266323396750,901.25,-1400,857.5,
1759266323399434,875,-857.5,700,
1759266323402160,980,-1181.25,726.25,
1759266323404741,831.25,-1408.75,551.25,
1759266323407333,962.5,-1391.25,516.25,
1759266323410159,1023.75,-1426.25,665,
1759266323412745,936.25,-1347.5,481.25,
1759266323415242,927.5,-1251.25,420,
1759266323417862,1198.75,-1146.25,525,
1759266323420429,840,-997.5,822.5,
1759266323423031,997.5,-1303.75,577.5,
1759266323425697,962.5,-1155,490,
1759266323428361,883.75,-1006.25,455,
1759266323431050,1216.25,-1163.75,752.5,
1759266323433695,840,-743.75,945,
1759266323436323,1006.25,-848.75,918.75,
1759266323439049,1260,-455,673.75,
1759266323441992,866.25,-813.75,813.75,
1759266323444757,831.25,-542.5,726.25,
1759266323447473,1093.75,-481.25,507.5,
1759266323449998,525,-560,691.25,
1759266323452565,927.5,-586.25,603.75,
1759266323455232,980,-210,516.25,
1759266323457860,892.5,-367.5,507.5,
1759266323460564,717.5,-393.75,455,
1759266323463290,1093.75,-516.25,507.5,
1759266323465920,708.75,-525,341.25,
1759266323468520,927.5,-96.25,306.25,
1759266323471166,988.75,-446.25,577.5,
1759266323473792,1041.25,-463.75,113.75,
1759266323476631,901.25,-437.5,288.75,
1759266323479310,848.75,-306.25,236.25,
1759266323481790,1015,-367.5,61.25,
1759266323484306,638.75,-341.25,236.25,
1759266323486790,883.75,-525,201.25,
1759266323489306,918.75,-113.75,78.75,
1759266323491959,525,-192.5,87.5,
1759266323494882,717.5,-17.5,122.5,
1759266323497500,516.25,-385,-87.5,
1759266323500055,350,-525,148.75,
1759266323502721,595,-472.5,61.25,
1759266323505411,463.75,-525,87.5,
1759266323508248,621.25,-472.5,17.5,
1759266323511121,481.25,-525,43.75,
1759266323513804,437.5,-857.5,227.5,
1759266323516408,437.5,-717.5,-78.75,
1759266323519080,350,-498.75,8.75,
1759266323521745,393.75,-647.5,43.75,
1759266323524601,752.5,-778.75,78.75,
1759266323527494,490,-971.25,-96.25,
1759266323530158,306.25,-1023.75,-113.75,
1759266323532840,437.5,-682.5,175,
1759266323535508,647.5,-708.75,306.25,
1759266323538261,533.75,-892.5,-113.75,
1759266323541352,323.75,-910,288.75,
1759266323544295,218.75,-1452.5,358.75,
1759266323547001,595,-840,332.5,
1759266323549652,568.75,-875,542.5,
1759266323552426,726.25,-1172.5,542.5,
1759266323555428,691.25,-1146.25,673.75,
1759266323558371,647.5,-673.75,665,
1759266323561165,332.5,-988.75,831.25,
1759266323563789,612.5,-735,691.25,
1759266323566329,507.5,-1268.75,612.5,
1759266323568997,542.5,-498.75,691.25,
1759266323571999,551.25,-1111.25,927.5,
1759266323574900,507.5,-875,857.5,
1759266323577703,848.75,-840,813.75,
1759266323580327,612.5,-700,796.25,
1759266323582996,813.75,-498.75,848.75,
1759266323585718,700,-813.75,892.5,
1759266323588540,1023.75,-717.5,945,
1759266323591483,945,-735,717.5,
1759266323594262,813.75,-857.5,831.25,
1759266323596909,770,-866.25,883.75,
1759266323599697,883.75,-490,726.25,
1759266323602563,1050,-630,840,
1759266323605326,770,-560,402.5,
1759266323608336,813.75,-542.5,638.75,
1759266323611198,980,-463.75,507.5,
1759266323613950,953.75,-446.25,507.5,
1759266323616633,848.75,-700,700,
1759266323619318,700,-367.5,332.5,
1759266323621993,953.75,-472.5,332.5,
1759266323624972,437.5,-481.25,358.75,
1759266323627688,533.75,-271.25,-210,
1759266323630278,866.25,-350,-78.75,
1759266323632941,472.5,-455,-35,
1759266323635522,980,-227.5,70,
1759266323638121,717.5,-245,78.75,
1759266323641106,857.5,-385,-8.75,
1759266323643811,647.5,-560,-481.25,
1759266323646378,288.75,-542.5,-17.5,
1759266323648923,297.5,-507.5,-131.25,
1759266323651518,393.75,-770,157.5,
1759266323654102,455,-472.5,-157.5,
1759266323656815,280,-682.5,-17.5,
1759266323659648,245,-656.25,-245,
1759266323662291,350,-717.5,-87.5,
1759266323665141,341.25,-560,105,
1759266323667710,166.25,-560,-105,
1759266323670375,245,-735,122.5,
1759266323673046,96.25,-638.75,192.5,
1759266323676058,0,-673.75,227.5,
1759266323678958,61.25,-542.5,105,
1759266323681635,17.5,-612.5,271.25,
1759266323684172,131.25,-971.25,402.5,
1759266323686745,288.75,-1102.5,262.5,
1759266323689259,446.25,-743.75,105,
1759266323691990,227.5,-1050,516.25,
1759266323694675,-61.25,-1023.75,113.75,
1759266323697207,61.25,-656.25,376.25,
1759266323699741,210,-673.75,533.75,
1759266323702258,175,-586.25,341.25,
1759266323704739,157.5,-962.5,341.25,
1759266323707300,253.75,-630,726.25,
1759266323710096,-35,-910,428.75,
1759266323712681,551.25,-752.5,350,
1759266323715291,253.75,-857.5,673.75,
1759266323717755,525,-577.5,516.25,
1759266323720298,-35,-586.25,612.5,
1759266323722860,490,-735,726.25,
1759266323725460,227.5,-446.25,568.75,
1759266323728103,96.25,-595,428.75,
1759266323730650,87.5,-647.5,708.75,
1759266323733253,568.75,-691.25,498.75,
1759266323736000,192.5,-463.75,647.5,
1759266323738696,656.25,-945,568.75,
1759266323741629,105,-673.75,568.75,
1759266323744404,787.5,-595,498.75,
1759266323746952,420,-726.25,568.75,
1759266323749459,507.5,-735,236.25,
1759266323752203,638.75,-516.25,358.75,
1759266323754858,577.5,-700,157.5,
1759266323757669,586.25,-253.75,437.5,
1759266323760686,612.5,-420,455,
1759266323763283,787.5,-315,210,
1759266323765941,551.25,-586.25,332.5,
1759266323768659,691.25,-525,402.5,
1759266323771559,735,-315,280,
1759266323774244,752.5,-682.5,140,
1759266323776845,568.75,-227.5,227.5,
1759266323779345,472.5,-350,0,
1759266323781949,516.25,-516.25,472.5,
1759266323784510,708.75,-35,420,
1759266323787260,691.25,-367.5,323.75,
1759266323789812,717.5,-367.5,280,
1759266323792597,735,-542.5,201.25,
1759266323795185,568.75,-560,638.75,
1759266323797646,778.75,-525,638.75,
1759266323800341,638.75,-507.5,708.75,
1759266323802857,446.25,-752.5,446.25,
1759266323805436,271.25,-586.25,743.75,
1759266323808150,437.5,-621.25,577.5,
1759266323810811,367.5,-726.25,691.25,
1759266323813437,551.25,-682.5,236.25,
1759266323816005,533.75,-805,533.75,
1759266323818733,638.75,-595,428.75,
1759266323821337,52.5,-796.25,490,
1759266323824008,341.25,-901.25,840,
1759266323826783,507.5,-367.5,665,
1759266323829334,420,-813.75,507.5,
1759266323832084,105,-857.5,586.25,
1759266323834768,192.5,-612.5,481.25,
1759266323837437,175,-612.5,140,
1759266323840129,341.25,-726.25,700,
1759266323842957,17.5,-752.5,455,
1759266323845630,-8.75,-735,393.75,
1759266323848498,70,-577.5,288.75,
1759266323851109,70,-822.5,455,
1759266323853759,43.75,-673.75,288.75,
1759266323856521,52.5,-621.25,201.25,
1759266323859530,218.75,-603.75,280,
1759266323862273,-17.5,-630,236.25,
1759266323864924,175,-507.5,227.5,
1759266323867494,148.75,-787.5,-78.75,
1759266323870204,17.5,-577.5,201.25,
1759266323872928,245,-463.75,131.25,
1759266323875925,61.25,-323.75,-26.25,
1759266323878591,332.5,-533.75,17.5,
1759266323881213,595,-551.25,122.5,
1759266323883696,245,-455,105,
1759266323886215,253.75,-402.5,-122.5,
1759266323888790,262.5,-656.25,43.75,
1759266323891424,201.25,-516.25,-271.25,
1759266323894252,306.25,-253.75,-166.25,
1759266323896813,437.5,-533.75,26.25,
1759266323899316,542.5,-498.75,341.25,
1759266323901750,910,-586.25,-43.75,
1759266323904248,271.25,-673.75,78.75,
1759266323906876,175,-87.5,183.75,
1759266323909913,630,-192.5,393.75,
1759266323912457,358.75,-367.5,218.75,
1759266323915044,490,-603.75,253.75,
1759266323917651,577.5,-253.75,420,
1759266323920314,901.25,-455,411.25,
1759266323922984,805,-472.5,437.5,
1759266323926409,726.25,-385,306.25,
1759266323929399,498.75,-481.25,271.25,
1759266323932081,840,-376.25,481.25,
1759266323934686,647.5,-490,630,
1759266323937404,1102.5,-420,673.75,
1759266323939954,463.75,-595,857.5,
1759266323942828,691.25,-472.5,525,
1759266323945573,402.5,-428.75,708.75,
1759266323948475,831.25,-498.75,691.25,
1759266323951111,726.25,-621.25,717.5,
1759266323953736,1163.75,-402.5,647.5,
1759266323956447,910,-393.75,805,
1759266323959150,988.75,-568.75,770,
1759266323961773,778.75,-472.5,717.5,
1759266323964300,787.5,-630,778.75,
1759266323966796,428.75,-901.25,708.75,
1759266323969396,752.5,-761.25,682.5,
1759266323971942,262.5,-778.75,498.75,
1759266323974569,525,-910,700,
1759266323977298,726.25,-770,568.75,
1759266323979893,507.5,-743.75,446.25,
1759266323982509,621.25,-752.5,560,
1759266323984977,490,-936.25,428.75,
1759266323987463,437.5,-901.25,630,
1759266323990071,647.5,-647.5,411.25,
1759266323992688,525,-1093.75,778.75,
1759266323995186,551.25,-805,420,
1759266323997704,595,-743.75,726.25,
1759266324000292,411.25,-866.25,560,
1759266324002886,691.25,-831.25,507.5,
1759266324005367,726.25,-918.75,385,
1759266324008061,682.5,-1111.25,175,
1759266324010622,603.75,-840,306.25,
1759266324013095,490,-796.25,280,
1759266324015595,516.25,-682.5,288.75,
1759266324018313,428.75,-691.25,490,
1759266324020806,595,-673.75,245,
1759266324023391,612.5,-726.25,61.25,
1759266324026144,507.5,-708.75,280,
1759266324028747,752.5,-455,8.75,
1759266324031376,358.75,-883.75,245,
1759266324034117,560,-367.5,-35,
1759266324045286,638.75,-210,105,
1759266324047863,481.25,-472.5,306.25,
1759266324050425,813.75,-376.25,96.25,
1759266324053092,665,-612.5,166.25,
1759266324055328,927.5,-166.25,376.25,
1759266324057557,647.5,-472.5,210,
1759266324060408,770,-595,236.25,
1759266324063231,612.5,-455,385,
1759266324066289,778.75,-148.75,385,
1759266324069204,743.75,-105,-26.25,
1759266324072097,691.25,-586.25,61.25,
1759266324075205,1260,-131.25,8.75,
1759266324078409,708.75,35,227.5,
1759266324081564,953.75,-490,-43.75,
1759266324084418,1023.75,-341.25,280,
1759266324087041,936.25,-236.25,332.5,
1759266324089671,927.5,-446.25,402.5,
1759266324092541,542.5,-516.25,271.25,
1759266324095204,901.25,-367.5,122.5,
1759266324098164,630,-481.25,385,
1759266324100788,1146.25,-551.25,271.25,
1759266324103485,918.75,-437.5,428.75,
1759266324106194,848.75,-455,323.75,
1759266324109124,743.75,-367.5,595,
1759266324111911,770,-857.5,463.75,
1759266324114576,927.5,-848.75,358.75,
1759266324117203,1172.5,-892.5,280,
1759266324119940,612.5,-446.25,490,
1759266324122582,831.25,-1076.25,481.25,
1759266324125427,1032.5,-568.75,525,
1759266324128292,840,-656.25,463.75,
1759266324131064,918.75,-708.75,743.75,
1759266324133847,726.25,-1041.25,393.75,
1759266324136605,875,-1207.5,813.75,
1759266324139411,1198.75,-848.75,551.25,
1759266324142881,787.5,-1172.5,892.5,
1759266324145694,910,-831.25,708.75,
1759266324148474,717.5,-971.25,770,
1759266324151262,1058.75,-883.75,997.5,
1759266324154074,805,-848.75,875,
1759266324156892,420,-612.5,691.25,
1759266324160357,761.25,-927.5,840,
1759266324163066,1181.25,-962.5,787.5,
1759266324165776,901.25,-866.25,945,
1759266324168531,971.25,-910,568.75,
1759266324171284,735,-787.5,910,
1759266324174383,700,-796.25,656.25,
1759266324177402,1225,-682.5,595,
1759266324180159,910,-866.25,638.75,
1759266324182907,848.75,-735,472.5,
1759266324185774,1268.75,-796.25,411.25,
1759266324188710,1443.75,-463.75,507.5,
1759266324191722,1155,-778.75,533.75,
1759266324194568,971.25,-428.75,542.5,
1759266324197450,1137.5,-892.5,376.25,
1759266324200440,962.5,-542.5,341.25,
1759266324203401,883.75,-560,61.25,
1759266324206377,1050,-612.5,96.25,
1759266324209648,953.75,-717.5,297.5,
1759266324212543,945,-708.75,253.75,
1759266324215385,1041.25,-192.5,-61.25,
1759266324218143,1023.75,-577.5,140,
1759266324221015,1058.75,-428.75,323.75,
1759266324223889,962.5,-385,288.75,
1759266324226835,971.25,-542.5,367.5,
1759266324229489,848.75,-560,253.75,
1759266324232266,1137.5,-332.5,166.25,
1759266324235007,708.75,-411.25,35,
1759266324237954,866.25,-577.5,140,
1759266324240576,910,-437.5,-122.5,
1759266324243360,1067.5,-533.75,148.75,
1759266324245835,988.75,-525,-52.5,
1759266324248378,1128.75,-420,157.5,
1759266324250922,743.75,-358.75,35,
1759266324253545,647.5,-638.75,70,
1759266324256164,533.75,-201.25,52.5,
1759266324258815,980,-516.25,280,
1759266324261329,735,-883.75,350,
1759266324263902,918.75,-700,402.5,
1759266324266706,717.5,-761.25,332.5,
1759266324269231,542.5,-848.75,288.75,
1759266324271825,647.5,-787.5,332.5,
1759266324274611,612.5,-840,376.25,
1759266324277335,743.75,-770,665,
1759266324279950,586.25,-682.5,306.25,
1759266324282608,875,-813.75,428.75,
1759266324285161,682.5,-700,498.75,
1759266324287829,778.75,-980,586.25,
1759266324290504,840,-1085,630,
1759266324293421,682.5,-997.5,332.5,
1759266324296148,1216.25,-805,638.75,
1759266324299017,822.5,-1041.25,315,
1759266324301693,988.75,-831.25,533.75,
1759266324304321,1006.25,-822.5,437.5,
1759266324306978,980,-1111.25,463.75,
1759266324310119,910,-1058.75,691.25,
1759266324312638,822.5,-988.75,673.75,
1759266324315315,953.75,-1023.75,551.25,
1759266324317781,918.75,-997.5,936.25,
1759266324320361,840,-971.25,700,
1759266324322987,1076.25,-997.5,577.5,
1759266324325868,787.5,-1093.75,787.5,
1759266324328485,988.75,-603.75,875,
1759266324331021,1137.5,-735,577.5,
1759266324333486,1050,-638.75,761.25,
1759266324336007,1181.25,-866.25,761.25,
1759266324338520,1452.5,-700,700,
1759266324341134,971.25,-735,647.5,
1759266324343809,1303.75,-988.75,665,
1759266324346354,1347.5,-883.75,761.25,
1759266324348854,1452.5,-647.5,805,
1759266324351354,971.25,-901.25,778.75,
1759266324353854,1172.5,-603.75,586.25,
1759266324356479,1120,-463.75,245,
1759266324359398,1391.25,-822.5,533.75,
1759266324362115,1426.25,-533.75,175,
1759266324364677,1067.5,-813.75,262.5,
1759266324367206,1050,-901.25,87.5,
1759266324369712,1067.5,-621.25,175,
1759266324372309,1207.5,-638.75,0,
1759266324374861,910,-945,96.25,
1759266324377708,1286.25,-218.75,-35,
1759266324380371,927.5,-577.5,367.5,
1759266324382884,813.75,-420,245,
1759266324385508,385,-323.75,131.25,
1759266324388007,691.25,-507.5,490,
1759266324390847,603.75,-516.25,306.25,
1759266324393634,586.25,-332.5,271.25,
1759266324396200,936.25,-402.5,52.5,
1759266324398695,568.75,-428.75,131.25,
1759266324401296,805,-568.75,-35,
1759266324403842,656.25,-595,122.5,
1759266324406539,507.5,-455,-131.25,
1759266324409368,568.75,-262.5,52.5,
1759266324412090,420,-385,227.5,
1759266324414796,262.5,-577.5,-61.25,
1759266324417412,393.75,-735,105,
1759266324420291,297.5,-647.5,8.75,
1759266324423117,210,-490,227.5,
1759266324425890,350,-630,-35,
1759266324428626,507.5,-787.5,262.5,
1759266324431291,358.75,-498.75,43.75,
1759266324433946,420,-848.75,332.5,
1759266324436670,175,-665,-43.75,
1759266324439282,131.25,-656.25,402.5,
1759266324442073,26.25,-691.25,428.75,
1759266324444690,498.75,-717.5,525,
1759266324447190,166.25,-735,402.5,
1759266324449861,253.75,-743.75,455,
1759266324452632,446.25,-586.25,262.5,
1759266324455291,428.75,-1198.75,577.5,
1759266324458218,761.25,-892.5,498.75,
1759266324460961,551.25,-831.25,630,
1759266324463622,778.75,-1006.25,367.5,
1759266324466312,446.25,-962.5,411.25,
1759266324469080,455,-892.5,455,
1759266324471747,455,-927.5,656.25,
1759266324474568,848.75,-770,682.5,
1759266324477452,1085,-1015,796.25,
1759266324480183,980,-1023.75,848.75,
1759266324482993,621.25,-1006.25,910,
1759266324485618,945,-621.25,735,
1759266324488206,551.25,-1032.5,761.25,
1759266324490983,761.25,-717.5,778.75,
1759266324493781,638.75,-490,787.5,
1759266324496321,507.5,-577.5,857.5,
1759266324498933,735,-638.75,936.25,
1759266324501621,927.5,-551.25,708.75,
1759266324504293,691.25,-446.25,770,
1759266324506979,638.75,-647.5,813.75,
1759266324509893,822.5,-796.25,848.75,
1759266324512651,630,-726.25,743.75,
1759266324515441,866.25,-805,498.75,
1759266324518108,1303.75,-595,507.5,
1759266324520845,822.5,-647.5,612.5,
1759266324523511,848.75,-813.75,411.25,
1759266324526528,831.25,-577.5,341.25,
1759266324529366,910,-770,376.25,
1759266324531937,962.5,-831.25,323.75,
1759266324534688,638.75,-551.25,577.5,
1759266324537337,560,-525,490,
1759266324540007,1102.5,-630,148.75,
1759266324542940,945,-586.25,332.5,
1759266324545667,516.25,-560,323.75,
1759266324548264,586.25,-402.5,201.25,
1759266324550935,962.5,-595,446.25,
1759266324553628,586.25,-455,253.75,
1759266324556281,411.25,-717.5,192.5,
1759266324559437,516.25,-525,201.25,
1759266324562599,455,-595,105,
1759266324565182,131.25,-822.5,148.75,
1759266324567884,306.25,-586.25,192.5,
1759266324570429,148.75,-621.25,-271.25,
1759266324573082,61.25,-288.75,0,
1759266324575975,411.25,-638.75,-87.5,
1759266324578864,0,-603.75,-297.5,
1759266324581429,131.25,-638.75,-157.5,
1759266324584091,105,-630,-183.75,
1759266324586575,402.5,-621.25,-490,
1759266324589225,105,-595,96.25,
1759266324592424,35,-796.25,-78.75,
1759266324595086,8.75,-446.25,87.5,
1759266324597876,-183.75,-761.25,-227.5,
1759266324600365,-8.75,-656.25,-61.25,
1759266324602898,-26.25,-516.25,-43.75,
1759266324605580,-131.25,-315,-113.75,
1759266324608528,-78.75,-402.5,-87.5,
1759266324611065,-157.5,-236.25,131.25,
1759266324613717,-17.5,-367.5,-43.75,
1759266324616290,157.5,-595,253.75,
1759266324618856,122.5,-323.75,183.75,
1759266324621603,-192.5,-656.25,175,
1759266324624150,-253.75,-236.25,280,
1759266324626957,-35,-507.5,306.25,
1759266324629582,236.25,-446.25,350,
1759266324632076,122.5,-315,341.25,
1759266324634613,481.25,-148.75,253.75,
1759266324637385,-87.5,-700,376.25,
1759266324639951,472.5,-245,245,
1759266324642544,542.5,-551.25,-8.75,
1759266324645221,297.5,-717.5,420,
1759266324647847,577.5,-656.25,393.75,
1759266324650409,665,-542.5,455,
1759266324652909,682.5,-507.5,682.5,
1759266324655475,586.25,-533.75,428.75,
1759266324658139,691.25,-306.25,568.75,
1759266324660765,665,-603.75,621.25,
1759266324663350,883.75,-498.75,848.75,
1759266324665882,743.75,-577.5,840,
1759266324668513,997.5,-630,805,
1759266324671098,682.5,-770,936.25,
1759266324673605,901.25,-560,726.25,
1759266324676280,577.5,-822.5,988.75,
1759266324678839,875,-525,962.5,
1759266324681386,691.25,-848.75,761.25,
1759266324683940,1102.5,-691.25,962.5,
1759266324686511,805,-455,927.5,
1759266324689065,770,-656.25,787.5,
1759266324691763,1067.5,-726.25,1093.75,
1759266324694567,945,-560,875,
1759266324697155,866.25,-542.5,1015,
1759266324699688,953.75,-796.25,840,
1759266324702440,682.5,-673.75,997.5,
1759266324705083,787.5,-822.5,1085,
1759266324707792,892.5,-770,665,
1759266324710859,560,-953.75,752.5,
1759266324713697,778.75,-332.5,875,
1759266324716425,525,-665,682.5,
1759266324719127,638.75,-761.25,656.25,
1759266324721913,568.75,-402.5,332.5,
1759266324724711,420,-735,717.5,
1759266324727643,358.75,-568.75,402.5,
1759266324730464,0,-630,323.75,
1759266324733215,183.75,-551.25,341.25,
1759266324735978,131.25,-647.5,-43.75,
1759266324738778,52.5,-595,271.25,
1759266324741809,-105,-717.5,113.75,
1759266324744768,192.5,-822.5,-175,
1759266324747596,-105,-691.25,52.5,
1759266324750213,-218.75,-568.75,-43.75,
1759266324752760,8.75,-507.5,-288.75,
1759266324755386,-210,-437.5,-245,
1759266324758144,-183.75,-358.75,-315,
1759266324761067,-280,-463.75,-113.75,
1759266324763758,-297.5,-455,-533.75,
1759266324766513,-87.5,-183.75,-481.25,
1759266324769283,-113.75,-315,-446.25,
1759266324771913,-113.75,-778.75,-350,
